tail_number,model,year_built,type,passengers,engines,engine_type
N952AT,Boeing 717-200,2000.0,Fixed wing multi engine,100.0,2.0,Turbofan
N939DN,McDonnell Douglas MD-90-30,1996.0,Fixed wing multi engine,,2.0,Turbofan
N321DH,Airbus A321-211,2017.0,Fixed wing multi engine,192.0,2.0,Turbofan
N935DN,McDonnell Douglas MD-90-30,1996.0,Fixed wing multi engine,141.0,2.0,Turbofan
N944DL,McDonnell Douglas MD-88,1989.0,Fixed wing multi engine,142.0,2.0,Turbofan
N904DA,McDonnell Douglas MD-90-30,1995.0,Fixed wing multi engine,142.0,2.0,Turbojet
N306DQ,Boeing 737-732,2008.0,Fixed wing multi engine,124.0,2.0,Turbofan
N361NB,Airbus A319-114,2003.0,Fixed wing multi engine,145.0,2.0,Turbofan
N988AT,Boeing 717-200,2001.0,Fixed wing multi engine,100.0,2.0,Turbofan
N906DE,McDonnell Douglas MD-88,1992.0,Fixed wing multi engine,142.0,2.0,Turbojet
N902DE,McDonnell Douglas MD-88,1992.0,Fixed wing multi engine,142.0,2.0,Turbojet
N687DL,Boeing 757-232,1998.0,Fixed wing multi engine,178.0,2.0,Turbofan
N312US,Airbus A320-211,1990.0,Fixed wing multi engine,182.0,2.0,Turbojet
N37700,Boeing 737-832,2002.0,Fixed wing multi engine,189.0,2.0,Turbofan
N921DN,McDonnell Douglas MD-90-30,1997.0,Fixed wing multi engine,142.0,2.0,Turbofan
N947DL,McDonnell Douglas MD-88,1989.0,Fixed wing multi engine,142.0,2.0,Turbofan
N198DN,Boeing 767-332,1998.0,Fixed wing multi engine,330.0,2.0,Turbofan
N178DZ,Boeing 767-332/ER,2000.0,Fixed wing multi engine,330.0,2.0,Turbofan
N6701,Boeing 757-232,1999.0,Fixed wing multi engine,178.0,2.0,Turbofan
N684DA,Boeing 757-232,1993.0,Fixed wing multi engine,178.0,2.0,Turbofan
N914DL,McDonnell Douglas MD-88,1988.0,Fixed wing multi engine,142.0,2.0,Turbofan
N581NW,Boeing 757-351,2002.0,Fixed wing multi engine,275.0,2.0,Turbofan
N888DU,Boeing 737-932/ER,2017.0,Fixed wing multi engine,180.0,2.0,Turbofan
N853DN,Boeing 737-932/ER,2016.0,Fixed wing multi engine,,2.0,Turbofan
N331NW,Airbus A320-211,1992.0,Fixed wing multi engine,182.0,2.0,Turbofan
N336DX,Airbus A321-211,2018.0,Fixed wing multi engine,192.0,2.0,Turbofan
N535US,Boeing 757-251,1995.0,Fixed wing multi engine,178.0,2.0,Turbojet
N912DL,McDonnell Douglas MD-88,1987.0,Fixed wing multi engine,142.0,2.0,Turbofan
N329DN,Airbus A321-211,2017.0,Fixed wing multi engine,,2.0,Turbofan
N921DL,McDonnell Douglas MD-88,1988.0,Fixed wing multi engine,142.0,2.0,Turbofan
N996AT,Boeing 717-200,2002.0,Fixed wing multi engine,100.0,2.0,Turbofan
N302DQ,Boeing 737-732,2008.0,Fixed wing multi engine,149.0,2.0,Turbofan
N686DA,Boeing 757-232,1995.0,Fixed wing multi engine,178.0,2.0,Turbofan
N964DL,McDonnell Douglas MD-88,1990.0,Fixed wing multi engine,142.0,2.0,Turbofan
N3752,Boeing 737-832,2001.0,Fixed wing multi engine,189.0,2.0,Turbofan
N905DE,McDonnell Douglas MD-88,1992.0,Fixed wing multi engine,142.0,2.0,Turbojet
N388DA,Boeing 737-832,2000.0,Fixed wing multi engine,189.0,2.0,Turbofan
N965DL,McDonnell Douglas MD-88,1990.0,Fixed wing multi engine,142.0,2.0,Turbofan
N805DN,Boeing 737-932/ER,2013.0,Fixed wing multi engine,200.0,2.0,Turbofan
N345NW,Airbus A320-212,1993.0,Fixed wing multi engine,182.0,2.0,Turbofan
N322NB,Airbus A319-114,2001.0,Fixed wing multi engine,145.0,2.0,Turbofan
N818DA,Boeing 737-932/ER,2014.0,Fixed wing multi engine,180.0,2.0,Turbofan
N319US,Airbus A320-211,1991.0,Fixed wing multi engine,182.0,2.0,Turbojet
N690DL,Boeing 757-232,1998.0,Fixed wing multi engine,178.0,2.0,Turbofan
N916DE,McDonnell Douglas MD-88,1993.0,Fixed wing multi engine,142.0,2.0,Turbofan
N957DL,McDonnell Douglas MD-88,1990.0,Fixed wing multi engine,142.0,2.0,Turbofan
N932DL,McDonnell Douglas MD-88,1989.0,Fixed wing multi engine,142.0,2.0,Turbofan
N543US,Boeing 757-251,1996.0,Fixed wing multi engine,178.0,2.0,Turbofan
N3750D,Boeing 737-832,2001.0,Fixed wing multi engine,189.0,2.0,Turbofan
N813DN,Boeing 737-932/ER,2014.0,Fixed wing multi engine,180.0,2.0,Turbofan
N911DA,McDonnell Douglas MD-90-30,1995.0,Fixed wing multi engine,142.0,2.0,Turbofan
N399DA,Boeing 737-832,2000.0,Fixed wing multi engine,189.0,2.0,Turbojet
N966AT,Boeing 717-200,2001.0,Fixed wing multi engine,100.0,2.0,Turbofan
N936AT,Boeing 717-200,1999.0,Fixed wing multi engine,100.0,2.0,Turbofan
N385DN,Boeing 737-832,1999.0,Fixed wing multi engine,189.0,2.0,Turbojet
N819DN,Boeing 737-932/ER,2014.0,Fixed wing multi engine,180.0,2.0,Turbofan
N934DL,McDonnell Douglas MD-88,1989.0,Fixed wing multi engine,142.0,2.0,Turbofan
N330DX,Airbus A321-211,2017.0,Fixed wing multi engine,192.0,2.0,Turbofan
N549US,Boeing 757-251,1996.0,Fixed wing multi engine,178.0,2.0,Turbofan
N366NW,Airbus A320-212,1999.0,Fixed wing multi engine,182.0,2.0,Turbofan
N658DL,Boeing 757-232,1990.0,Fixed wing multi engine,178.0,2.0,Turbofan
N336NW,Airbus A320-212,1992.0,Fixed wing multi engine,182.0,2.0,Turbofan
N960AT,Boeing 717-200,2001.0,Fixed wing multi engine,100.0,2.0,Turbofan
N910DL,McDonnell Douglas MD-88,1987.0,Fixed wing multi engine,142.0,2.0,Turbofan
N807DN,Boeing 737-932/ER,2013.0,Fixed wing multi engine,180.0,2.0,Turbofan
N922DX,McDonnell Douglas MD-90-30,1997.0,Fixed wing multi engine,,2.0,Turbofan
N583NW,Boeing 757-351,2002.0,Fixed wing multi engine,275.0,2.0,Turbojet
N811DZ,Boeing 737-932/ER,2013.0,Fixed wing multi engine,180.0,2.0,Turbofan
N913DL,McDonnell Douglas MD-88,1988.0,Fixed wing multi engine,142.0,2.0,Turbofan
N873DN,Boeing 737-932/ER,2017.0,Fixed wing multi engine,,2.0,Turbofan
N397DA,Boeing 737-832,2000.0,Fixed wing multi engine,189.0,2.0,Turbojet
N379DA,Boeing 737-832,1999.0,Fixed wing multi engine,189.0,2.0,Turbojet
N905DL,McDonnell Douglas MD-88,1987.0,Fixed wing multi engine,142.0,2.0,Turbofan
N323NB,Airbus A319-114,2001.0,Fixed wing multi engine,145.0,2.0,Turbofan
N812DN,Boeing 737-932/ER,2013.0,Fixed wing multi engine,180.0,2.0,Turbofan
N950DL,McDonnell Douglas MD-88,1990.0,Fixed wing multi engine,142.0,2.0,Turbofan
N845DN,Boeing 737-932/ER,2015.0,Fixed wing multi engine,180.0,2.0,Turbofan
N972AT,Boeing 717-200,2001.0,Fixed wing multi engine,100.0,2.0,Turbofan
N990DL,McDonnell Douglas MD-88,1991.0,Fixed wing multi engine,142.0,2.0,Turbofan
N951DL,McDonnell Douglas MD-88,1990.0,Fixed wing multi engine,142.0,2.0,Turbofan
N915DL,McDonnell Douglas MD-88,1988.0,Fixed wing multi engine,142.0,2.0,Turbofan
N991DL,McDonnell Douglas MD-88,1991.0,Fixed wing multi engine,142.0,2.0,Turbofan
N328DN,Airbus A321-211,2017.0,Fixed wing multi engine,,2.0,Turbofan
N971DL,McDonnell Douglas MD-88,1991.0,Fixed wing multi engine,142.0,2.0,Turbofan
N3742C,Boeing 737-832,2001.0,Fixed wing multi engine,189.0,2.0,Turbofan
N6712B,Boeing 757-232,2000.0,Fixed wing multi engine,178.0,2.0,Turbofan
N946AT,Boeing 717-200,1999.0,Fixed wing multi engine,100.0,2.0,Turbofan
N833DN,Boeing 737-932/ER,2015.0,Fixed wing multi engine,180.0,2.0,Turbofan
N596NW,Boeing 757-351,2003.0,Fixed wing multi engine,275.0,2.0,Turbojet
N705TW,Boeing 757-231ER,1997.0,Fixed wing multi engine,178.0,2.0,Turbofan
N814DN,Boeing 737-932/ER,2014.0,Fixed wing multi engine,180.0,2.0,Turbofan
N978DL,McDonnell Douglas MD-88,1991.0,Fixed wing multi engine,142.0,2.0,Turbofan
N364NW,Airbus A320-212,1999.0,Fixed wing multi engine,182.0,2.0,Turbofan
N893DN,Boeing 737-932/ER,2018.0,Fixed wing multi engine,,2.0,Turbofan
N353NB,Airbus A319-114,2002.0,Fixed wing multi engine,145.0,2.0,Turbofan
N900PC,Boeing 757-26D,1997.0,Fixed wing multi engine,178.0,2.0,Turbojet
N326DN,Airbus A321-211,2017.0,Fixed wing multi engine,2017.0,2.0,Turbofan
N355NB,Airbus A319-114,2002.0,Fixed wing multi engine,145.0,2.0,Turbofan
N935DL,McDonnell Douglas MD-88,1989.0,Fixed wing multi engine,142.0,2.0,Turbofan
N339NW,Airbus A320-212,1992.0,Fixed wing multi engine,182.0,2.0,Turbofan
N997AT,Boeing 717-200,2002.0,Fixed wing multi engine,100.0,2.0,Turbofan
N175DN,Boeing 767-332,1990.0,Fixed wing multi engine,330.0,2.0,Turbofan
N989AT,Boeing 717-200,2001.0,Fixed wing multi engine,100.0,2.0,Turbofan
N850DN,Boeing 737-932/ER,2015.0,Fixed wing multi engine,,2.0,Turbofan
N915DE,McDonnell Douglas MD-88,1993.0,Fixed wing multi engine,142.0,2.0,Turbofan
N357NW,Airbus A320-212,1998.0,Fixed wing multi engine,182.0,2.0,Turbofan
N923AT,Boeing 717-200,2005.0,Fixed wing multi engine,100.0,2.0,Turbofan
N838DN,Boeing 737-932/ER,2015.0,Fixed wing multi engine,,2.0,Turbofan
N6711M,Boeing 757-232,2000.0,Fixed wing multi engine,178.0,2.0,Turbofan
N374NW,Airbus A320-212,2001.0,Fixed wing multi engine,182.0,2.0,Turbofan
N670DN,Boeing 757-232,1992.0,Fixed wing multi engine,178.0,2.0,Turbofan
N342DN,Airbus A321-211,1998.0,Fixed wing multi engine,,0.0,None
N932AT,Boeing 717-200,2000.0,Fixed wing multi engine,100.0,2.0,Turbofan
N973DL,McDonnell Douglas MD-88,1991.0,Fixed wing multi engine,142.0,2.0,Turbofan
N913DE,McDonnell Douglas MD-88,1993.0,Fixed wing multi engine,142.0,2.0,Turbofan
N944DN,McDonnell Douglas MD-90-30,1997.0,Fixed wing multi engine,142.0,2.0,Turbofan
N974AT,Boeing 717-200,2002.0,Fixed wing multi engine,100.0,2.0,Turbofan
N304DQ,Boeing 737-732,2008.0,Fixed wing multi engine,149.0,2.0,Turbofan
N681DA,Boeing 757-232,1993.0,Fixed wing multi engine,178.0,2.0,Turbofan
N3743H,Boeing 737-832,2001.0,Fixed wing multi engine,189.0,2.0,Turbofan
N929DN,McDonnell Douglas MD-90-30,1996.0,Fixed wing multi engine,,2.0,Turbofan
N949AT,Boeing 717-200,1999.0,Fixed wing multi engine,100.0,2.0,Turbofan
N809DN,Boeing 737-932/ER,2013.0,Fixed wing multi engine,180.0,2.0,Turbofan
N340NB,Airbus A319-114,2002.0,Fixed wing multi engine,145.0,2.0,Turbofan
N6705Y,Boeing 757-232,2000.0,Fixed wing multi engine,178.0,2.0,Turbofan
N962DN,McDonnell Douglas MD-90-30,0.0,Fixed wing multi engine,142.0,2.0,Turbojet
N375DA,Boeing 737-832,1998.0,Fixed wing multi engine,189.0,2.0,Turbofan
N3763D,Boeing 737-832,2001.0,Fixed wing multi engine,189.0,2.0,Turbofan
N870DN,Boeing 737-932/ER,2017.0,Fixed wing multi engine,,2.0,Turbofan
N861DN,Boeing 737-932ER,2016.0,Fixed wing multi engine,222.0,2.0,Turbofan
N975AT,Boeing 717-200,2002.0,Fixed wing multi engine,100.0,2.0,Turbofan
N774DE,Boeing 737-8HX,2012.0,Fixed wing multi engine,,2.0,Turbofan
N595NW,Boeing 757-351,2003.0,Fixed wing multi engine,275.0,2.0,Turbojet
N983DL,McDonnell Douglas MD-88,1991.0,Fixed wing multi engine,142.0,2.0,Turbofan
N851DN,Boeing 737-932/ER,2016.0,Fixed wing multi engine,,2.0,Turbofan
N919DE,McDonnell Douglas MD-88,1993.0,Fixed wing multi engine,142.0,2.0,Turbofan
N931DN,McDonnell Douglas MD-90-30,1997.0,Fixed wing multi engine,166.0,2.0,Turbofan
N310DE,Cessna 310N,1968.0,Fixed wing multi engine,6.0,2.0,Turbofan
N546US,Boeing 757-251,1996.0,Fixed wing multi engine,178.0,2.0,Turbofan
N834DN,Boeing 737-932/ER,2015.0,Fixed wing multi engine,,2.0,Turbofan
N371NB,Airbus A319-114,2003.0,Fixed wing multi engine,145.0,2.0,Turbofan
N847DN,Boeing 737-932/ER,2015.0,Fixed wing multi engine,180.0,2.0,Turbofan
N919DN,McDonnell Douglas MD-90-30,1997.0,Fixed wing multi engine,142.0,2.0,Turbofan
N308DE,Boeing 737-732,2009.0,Fixed wing multi engine,149.0,2.0,Turbofan
N862DN,Boeing 737-932/ER,2016.0,Fixed wing multi engine,,2.0,Turbofan
N337NW,Airbus A320-212,1992.0,Fixed wing multi engine,182.0,2.0,Turbofan
N540US,Boeing 757-251,1996.0,Fixed wing multi engine,178.0,2.0,Turbofan
N993DL,McDonnell Douglas MD-88,1991.0,Fixed wing multi engine,142.0,2.0,Turbofan
N347NW,Airbus A320-212,1993.0,Fixed wing multi engine,182.0,2.0,Turbofan
N989DN,Boeing 717-200,2001.0,Fixed wing multi engine,100.0,2.0,None
N815DN,Boeing 737-932/ER,2014.0,Fixed wing multi engine,180.0,2.0,Turbofan
N3762Y,Boeing 737-832,2001.0,Fixed wing multi engine,189.0,2.0,Turbojet
N302DN,Airbus A321-211,2016.0,Fixed wing multi engine,189.0,2.0,Turbofan
N928DN,Zenair CH-,2003.0,Fixed wing single engine,2.0,1.0,Reciprocating
N312DN,Airbus A321-211,2016.0,Fixed wing multi engine,192.0,2.0,Turbofan
N948DN,McDonnell Douglas MD-90-30,1996.0,Fixed wing multi engine,160.0,2.0,Turbofan
N585NW,Boeing 757-351,2002.0,Fixed wing multi engine,275.0,2.0,Turbojet
N912DE,McDonnell Douglas MD-88,1992.0,Fixed wing multi engine,142.0,2.0,Turbofan
N324DX,Airbus A321-211,2017.0,Fixed wing multi engine,192.0,2.0,Turbofan
N911DL,McDonnell Douglas MD-88,1987.0,Fixed wing multi engine,142.0,2.0,Turbofan
N988DN,Boeing 717-23S,2000.0,Fixed wing multi engine,115.0,2.0,Turbofan
N364NB,Airbus A319-114,2003.0,Fixed wing multi engine,145.0,2.0,Turbofan
N315NB,Airbus A319-114,2000.0,Fixed wing multi engine,145.0,2.0,Turbofan
N923DN,McDonnell Douglas MD-90-30,1998.0,Fixed wing multi engine,142.0,2.0,Turbofan
N926DH,McDonnell Douglas MD-90-30,1998.0,Fixed wing multi engine,,2.0,Turbofan
N330NW,Airbus A320-211,1992.0,Fixed wing multi engine,182.0,2.0,Turbofan
N6704Z,Boeing 757-232,2000.0,Fixed wing multi engine,178.0,2.0,Turbofan
N359NB,Airbus A319-114,2003.0,Fixed wing multi engine,145.0,2.0,Turbofan
N538US,Boeing 757-251,1996.0,Fixed wing multi engine,178.0,2.0,Turbojet
N67171,Boeing 757-232,2001.0,Fixed wing multi engine,178.0,2.0,Turbofan
N674DL,Boeing 757-232,1992.0,Fixed wing multi engine,178.0,2.0,Turbofan
N660DL,Boeing 757-232,1990.0,Fixed wing multi engine,178.0,2.0,Turbofan
N987AT,Boeing 717-200,2001.0,Fixed wing multi engine,100.0,2.0,Turbofan
N891DN,Boeing 737-932/ER,2018.0,Fixed wing multi engine,,2.0,Turbofan
N938DL,McDonnell Douglas MD-88,1989.0,Fixed wing multi engine,142.0,2.0,Turbofan
N339DN,Airbus A321-211,2018.0,Fixed wing multi engine,192.0,2.0,Turbofan
N367NW,Airbus A320-212,1999.0,Fixed wing multi engine,182.0,2.0,Turbofan
N556NW,Boeing 757-251,2002.0,Fixed wing multi engine,178.0,2.0,Turbojet
N997DL,McDonnell Douglas MD-88,1992.0,Fixed wing multi engine,142.0,2.0,Turbofan
N903DE,McDonnell Douglas MD-88,1992.0,Fixed wing multi engine,142.0,2.0,Turbojet
N140LL,Boeing 767-332,1993.0,Fixed wing multi engine,330.0,2.0,Turbofan
N992DL,McDonnell Douglas MD-88,1991.0,Fixed wing multi engine,142.0,2.0,Turbofan
N878DN,Boeing 737-900/ER,2017.0,Fixed wing multi engine,222.0,2.0,Turbofan
N3771K,Boeing 737-832,2002.0,Fixed wing multi engine,189.0,2.0,Turbojet
N907DL,McDonnell Douglas MD-88,1987.0,Fixed wing multi engine,142.0,2.0,Turbofan
N349NB,Airbus A319-114,2002.0,Fixed wing multi engine,145.0,2.0,Turbofan
N343NW,Airbus A320-212,1993.0,Fixed wing multi engine,182.0,2.0,Turbofan
N962DL,McDonnell Douglas MD-88,1990.0,Fixed wing multi engine,142.0,2.0,Turbofan
N816DN,Boeing 737-932/ER,2014.0,Fixed wing multi engine,180.0,2.0,Turbofan
N323US,Airbus A320-211,1992.0,Fixed wing multi engine,182.0,2.0,Turbofan
N961AT,Boeing 717-200,2001.0,Fixed wing multi engine,100.0,2.0,Turbofan
N354NW,Airbus A320-212,1998.0,Fixed wing multi engine,182.0,2.0,Turbofan
N823DN,Boeing 737-932/ER,2014.0,Fixed wing multi engine,,2.0,Turbofan
N307DQ,Boeing 737-732,2008.0,Fixed wing multi engine,149.0,2.0,Turbofan
N960DL,McDonnell Douglas MD-88,1990.0,Fixed wing multi engine,142.0,2.0,Turbofan
N987DN,Boeing 717-23S,2000.0,Fixed wing multi engine,115.0,2.0,Turbofan
N672DL,Boeing 757-232,1992.0,Fixed wing multi engine,178.0,2.0,Turbofan
N316DN,Airbus A321-211,2017.0,Fixed wing multi engine,,2.0,Turbofan
N345NB,Airbus A319-114,2002.0,Fixed wing multi engine,145.0,2.0,Turbofan
N956DL,McDonnell Douglas MD-88,1990.0,Fixed wing multi engine,142.0,2.0,Turbofan
N842DN,Boeing 737-932/ER,2015.0,Fixed wing multi engine,180.0,2.0,Turbofan
N930DN,McDonnell Douglas MD-90-30,1996.0,Fixed wing multi engine,141.0,2.0,Turbofan
N933AT,Boeing 717-200,2000.0,Fixed wing multi engine,100.0,2.0,Turbofan
N3754A,Boeing 737-832,2001.0,Fixed wing multi engine,189.0,2.0,Turbofan
N802DN,Boeing 737-932/ER,2013.0,Fixed wing multi engine,180.0,2.0,Turbofan
N947AT,Boeing 717-200,1999.0,Fixed wing multi engine,100.0,2.0,Turbofan
N384DA,Boeing 737-832,1999.0,Fixed wing multi engine,189.0,2.0,Turbojet
N827DN,Boeing 737-932/ER,2014.0,Fixed wing multi engine,222.0,2.0,Turbofan
N830DN,Boeing 737-932/ER,2014.0,Fixed wing multi engine,222.0,2.0,Turbofan
N313DN,Airbus A321-211,2016.0,Fixed wing multi engine,192.0,2.0,Turbofan
N373DA,Boeing 737-832,1998.0,Fixed wing multi engine,189.0,2.0,Turbofan
N3768,Boeing 737-832,2002.0,Fixed wing multi engine,189.0,2.0,Turbofan
N332NW,Airbus A320-211,1992.0,Fixed wing multi engine,182.0,2.0,Turbojet
N3739P,Boeing 737-832,2000.0,Fixed wing multi engine,189.0,2.0,Turbofan
N314DN,Airbus A321-211,2016.0,Fixed wing multi engine,192.0,2.0,Turbofan
N393DA,Boeing 737-832,2000.0,Fixed wing multi engine,189.0,2.0,Turbofan
N678DL,Boeing 757-232,1998.0,Fixed wing multi engine,178.0,2.0,Turbofan
N942DN,McDonnell Douglas MD-90-30,1997.0,Fixed wing multi engine,142.0,2.0,Turbofan
N723TW,Boeing 757-231,2000.0,Fixed wing multi engine,178.0,2.0,Turbofan
N869DN,Boeing 737-900/ER,2017.0,Fixed wing multi engine,,2.0,Turbofan
N341NW,Airbus A320-212,1992.0,Fixed wing multi engine,182.0,2.0,Turbofan
N727TW,Boeing 757-231,1999.0,Fixed wing multi engine,178.0,2.0,Turbofan
N713TW,Boeing 757-2Q8,1997.0,Fixed wing multi engine,178.0,2.0,Turbofan
N884DN,Boeing 737-900/ER,2017.0,Fixed wing multi engine,222.0,2.0,Turbofan
N396DA,Boeing 737-832,2000.0,Fixed wing multi engine,189.0,2.0,Turbofan
N910DE,McDonnell Douglas MD-88,1992.0,Fixed wing multi engine,142.0,2.0,Turbofan
N964AT,Boeing 717-200,2001.0,Fixed wing multi engine,100.0,2.0,Turbofan
N327NW,Airbus A320-211,1992.0,Fixed wing multi engine,182.0,2.0,Turbojet
N894AT,Boeing 717-200,2004.0,Fixed wing multi engine,100.0,2.0,Turbofan
N327DN,Airbus A321-211,2017.0,Fixed wing multi engine,192.0,2.0,Turbofan
N378DA,Boeing 737-832,1999.0,Fixed wing multi engine,189.0,2.0,Turbojet
N11551,Embraer ERJ-145LR,2002.0,Fixed wing multi engine,55.0,2.0,Turbofan
N12569,Embraer ERJ-145LR,2002.0,Fixed wing multi engine,55.0,2.0,Turbofan
N16981,Embraer EMB-145LR,1999.0,Fixed wing multi engine,55.0,2.0,Turbofan
N19554,Embraer EMB-145LR,2002.0,Fixed wing multi engine,55.0,2.0,Turbofan
N14562,Embraer ERJ-145LR,2002.0,Fixed wing multi engine,55.0,2.0,Turbofan
N27200,Embraer ERJ-145XR,2006.0,Fixed wing multi engine,55.0,2.0,Turbofan
N14174,Embraer EMB-145XR,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N17159,Embraer EMB-145XR,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N14977,Embraer EMB-145LR,1999.0,Fixed wing multi engine,55.0,2.0,Turbofan
N14904,Embraer ERJ-145LR,2001.0,Fixed wing multi engine,55.0,2.0,Turbofan
N13978,Embraer EMB-145LR,1999.0,Fixed wing multi engine,55.0,2.0,Turbofan
N740EV,Bombardier CRJ-701,2004.0,Fixed wing multi engine,22.0,2.0,Turbofan
N718EV,Bombardier CRJ-701,2003.0,Fixed wing multi engine,22.0,2.0,Turbofan
N15572,Embraer ERJ-145LR,2002.0,Fixed wing multi engine,55.0,2.0,Turbofan
N755EV,Bombardier CRJ-701,0.0,Fixed wing multi engine,22.0,2.0,Turbofan
N392HA,Airbus A330-243,2013.0,Fixed wing multi engine,294.0,2.0,Turbofan
N485HA,Boeing 717-22A,2001.0,Fixed wing multi engine,100.0,2.0,Turbofan
N487HA,Boeing 717-200,2001.0,Fixed wing multi engine,100.0,2.0,Turbofan
N642AE,Embraer ERJ-145LR,1999.0,Fixed wing multi engine,55.0,2.0,Turbofan
N826AE,Embraer ERJ-140LR,2002.0,Fixed wing multi engine,37.0,2.0,Turbojet
N227NN,Embraer 170LR,2016.0,Fixed wing multi engine,69.0,2.0,Turbofan
N837AE,Embraer ERJ-140LR,2002.0,Fixed wing multi engine,37.0,2.0,Turbojet
N246NN,Embraer 175LR,2016.0,Fixed wing multi engine,,2.0,Turbofan
N668NK,Airbus A321-231,2016.0,Fixed wing multi engine,228.0,2.0,Turbofan
N525NK,Airbus A319-132,2006.0,Fixed wing multi engine,179.0,2.0,Turbofan
N661NK,Airbus A321-231,2015.0,Fixed wing multi engine,228.0,2.0,Turbofan
N664NK,Airbus A321-231,2016.0,Fixed wing multi engine,228.0,2.0,Turbofan
N682NK,Airbus A321-231,2017.0,Fixed wing multi engine,228.0,2.0,Turbofan
N535NK,Airbus A319-133LR,2010.0,Fixed wing multi engine,,2.0,Turbofan
N626NK,Airbus A320-232,2014.0,Fixed wing multi engine,178.0,2.0,Turbofan
N705PS,Bombardier CRJ-701,2004.0,Fixed wing multi engine,22.0,2.0,Turbofan
N526EA,Boeing 757-225,1987.0,Fixed wing multi engine,178.0,2.0,Turbofan
N574NN,Bombardier CRJ-900ER,2015.0,Fixed wing multi engine,,2.0,Turbofan
N732SK,Bombardier CRJ-700,2005.0,Fixed wing multi engine,22.0,2.0,Turbofan
N750SK,Bombardier CRJ-701ER,2005.0,Fixed wing multi engine,70.0,2.0,Turbofan
N262SY,Embraer 175LR,2018.0,Fixed wing multi engine,,2.0,Turbofan
N878AS,Bombardier CRJ-200ER,2002.0,Fixed wing multi engine,55.0,2.0,Turbofan
N886AS,Bombardier CRJ-200ER,2001.0,Fixed wing multi engine,55.0,2.0,Turbofan
N926EV,Bombardier CRJ-200ER,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N824SK,Bombardier CRJ-900ER,2008.0,Fixed wing multi engine,22.0,2.0,Turbofan
N965SW,Bombardier CRJ-200ER,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N964SW,Bombardier CRJ-200ER,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N166SY,Embraer 175LR,2016.0,Fixed wing multi engine,,2.0,Turbofan
N794SK,Bombardier CRJ-702ER,0.0,Fixed wing multi engine,80.0,2.0,Turbofan
N446SW,Bombardier CRJ-200LR,2002.0,Fixed wing multi engine,55.0,2.0,Turbofan
N7741C,Boeing 737-7BD,2007.0,Fixed wing multi engine,149.0,2.0,Turbofan
N8606C,Boeing 737-8H4,2013.0,Fixed wing multi engine,140.0,2.0,Turbofan
N270WN,Boeing 737-705,1998.0,Fixed wing multi engine,149.0,2.0,Turbofan
N920WN,Boeing 737-7H4,2008.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7855A,Boeing 737-79P,2004.0,Fixed wing multi engine,,2.0,Turbofan
N768SW,Boeing 737-7H4,2000.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7739A,Boeing 737-7BD,2006.0,Fixed wing multi engine,149.0,2.0,Turbofan
N88325,Embraer 175LR,2015.0,Fixed wing multi engine,75.0,2.0,Turbofan
N922FJ,Bombardier CRJ-900ER,2004.0,Fixed wing multi engine,22.0,2.0,Turbofan
N507MJ,Bombardier CRJ-701,2003.0,Fixed wing multi engine,70.0,2.0,Turbofan
N504MJ,Bombardier CRJ-700,2002.0,Fixed wing multi engine,22.0,2.0,Turbofan
N88310,Embraer 175LR,2014.0,Fixed wing multi engine,,2.0,Turbofan
N87302,Embraer 175LR,2014.0,Fixed wing multi engine,76.0,2.0,Turbofan
N433YX,Embraer 175LR,2014.0,Fixed wing multi engine,,2.0,Turbofan
N403YX,Embraer 175LR,2013.0,Fixed wing multi engine,76.0,2.0,Turbofan
N728YX,Embraer 175LR,2015.0,Fixed wing multi engine,,2.0,None
N799AN,Boeing 777-223,2001.0,Fixed wing multi engine,440.0,2.0,Turbofan
N781AN,Boeing 777-223,2000.0,Fixed wing multi engine,440.0,2.0,Turbofan
N348AN,Boeing 767-323/ER,2003.0,Fixed wing multi engine,330.0,2.0,Turbofan
N776AN,Boeing 777-223,1999.0,Fixed wing multi engine,440.0,2.0,Turbofan
N863NN,Boeing 737-823,0.0,Fixed wing multi engine,162.0,2.0,Turbofan
N121AN,Airbus A321-231,2014.0,Fixed wing multi engine,,1.0,Turbofan
N859NN,Boeing 737-823,0.0,Fixed wing multi engine,162.0,2.0,Turbofan
N894NN,Boeing 737-823,2012.0,Fixed wing multi engine,162.0,2.0,Turbofan
N191AN,Boeing 757-223,2001.0,Fixed wing multi engine,178.0,2.0,Turbofan
N385AM,Boeing 767-323,1994.0,Fixed wing multi engine,330.0,2.0,Turbofan
N968AN,Boeing 737-823,2001.0,Fixed wing multi engine,162.0,2.0,Turbofan
N926AN,Boeing 737-823,2000.0,Fixed wing multi engine,162.0,2.0,Turbofan
N925NN,Boeing 737-823,2013.0,Fixed wing multi engine,,2.0,Turbofan
N9022G,Airbus A319-112,2014.0,Fixed wing multi engine,,2.0,Turbofan
N951AA,Boeing 737-823,2000.0,Fixed wing multi engine,162.0,2.0,Turbofan
