tail_number,model,year_built,type,passengers,engines,engine_type
N814NN,Boeing 737-823,2009.0,Fixed wing multi engine,162.0,2.0,Turbofan
N127AA,Airbus A321-231,2014.0,Fixed wing multi engine,,2.0,Turbofan
N9019F,Airbus A319-115,2014.0,Fixed wing multi engine,,2.0,Turbofan
N9017P,Airbus A319-115,2014.0,Fixed wing multi engine,150.0,2.0,Turbofan
N9624T,McDonnell Douglas MD-83,1998.0,Fixed wing multi engine,172.0,2.0,Turbofan
N4032T,Airbus A319-115,2015.0,Fixed wing multi engine,135.0,2.0,Turbofan
N381AN,Boeing 767-323,1993.0,Fixed wing multi engine,330.0,2.0,Turbofan
N9029F,Airbus A319-115,2015.0,Fixed wing multi engine,130.0,2.0,Turbofan
N379AA,Boeing 767-323/ER,1993.0,Fixed wing multi engine,330.0,2.0,Turbofan
N947NN,Boeing 737-823,2014.0,Fixed wing multi engine,,2.0,Turbofan
N988AL,Airbus A321-231,2016.0,Fixed wing multi engine,169.0,2.0,Turbofan
N893NN,Boeing 737-823,2012.0,Fixed wing multi engine,162.0,2.0,Turbofan
N9016,Airbus A319-115,2014.0,Fixed wing multi engine,,2.0,Turbofan
N138AN,Airbus A321-231,2015.0,Fixed wing multi engine,,2.0,Turbofan
N317PG,Boeing 737-823,2017.0,Fixed wing multi engine,,2.0,Turbofan
N5007E,Airbus A319-112,2013.0,Fixed wing multi engine,128.0,2.0,None
N848NN,Boeing 737-823,2010.0,Fixed wing multi engine,162.0,2.0,Turbofan
N9026C,Airbus A319-115,2015.0,Fixed wing multi engine,,2.0,Turbofan
N832AA,Boeing 787-9,2017.0,Fixed wing multi engine,,2.0,Turbofan
N960AN,Boeing 737-823,2001.0,Fixed wing multi engine,162.0,2.0,Turbofan
N202UW,Boeing 757-2B7,1995.0,Fixed wing multi engine,178.0,2.0,Turbofan
N802AN,Boeing 787-9,2016.0,Fixed wing multi engine,,2.0,Turbofan
N947UW,Embraer ERJ-190-100,2007.0,Fixed wing multi engine,20.0,2.0,Turbofan
N832AW,Airbus A319-132,2001.0,Fixed wing multi engine,179.0,2.0,Turbojet
N549UW,Airbus A321-231,2011.0,Fixed wing multi engine,379.0,2.0,Turbofan
N524UW,Airbus A321-231,2009.0,Fixed wing multi engine,379.0,2.0,Turbofan
N924AN,Boeing 737-823,1999.0,Fixed wing multi engine,162.0,2.0,Turbofan
N996AN,Airbus A321-231,2016.0,Fixed wing multi engine,181.0,2.0,Turbofan
N949NN,Boeing 737-823,2014.0,Fixed wing multi engine,,2.0,Turbofan
N796AN,Boeing 777-223,2000.0,Fixed wing multi engine,440.0,2.0,Turbofan
N284AY,Airbus A330-243,2010.0,Fixed wing multi engine,377.0,2.0,Turbofan
N556UW,Airbus A321-231,2012.0,Fixed wing multi engine,,2.0,Turbofan
N918AN,Boeing 737-823,1999.0,Fixed wing multi engine,162.0,2.0,Turbofan
N954AN,Boeing 737-823,2001.0,Fixed wing multi engine,162.0,2.0,Turbofan
N802AW,Airbus A319-132,1998.0,Fixed wing multi engine,179.0,2.0,Turbofan
N725UW,Airbus A319-112,1999.0,Fixed wing multi engine,179.0,2.0,Turbofan
N561UW,Airbus A321-231,2012.0,Fixed wing multi engine,,2.0,Turbofan
N287AY,Airbus A330-243,2013.0,Fixed wing multi engine,248.0,2.0,Turbofan
N199AN,Boeing 757-223,2001.0,Fixed wing multi engine,178.0,2.0,Turbofan
N814AA,Boeing 787-8,2016.0,Fixed wing multi engine,226.0,2.0,Turbofan
N955NN,Boeing 737-823,2014.0,Fixed wing multi engine,,2.0,Turbofan
N834AA,Boeing 787-9,2018.0,Fixed wing multi engine,285.0,2.0,Turbofan
N775AN,Boeing 777-223,1999.0,Fixed wing multi engine,440.0,2.0,Turbofan
N912AN,Boeing 737-823,1999.0,Fixed wing multi engine,162.0,2.0,Turbofan
N196AA,Boeing 757-223,2001.0,Fixed wing multi engine,178.0,2.0,Turbofan
N835HK,Embraer ERJ-145LR,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N626AE,Embraer ERJ-145LR,1999.0,Fixed wing multi engine,55.0,2.0,Turbofan
N330EN,De Havilland Canada DHC-8-311,1991.0,Fixed wing multi engine,39.0,2.0,Turbo-prop
N3737C,Boeing 737-832,2000.0,Fixed wing multi engine,189.0,2.0,Turbojet
N305DQ,Boeing 737-700,2008.0,Fixed wing multi engine,124.0,2.0,Turbofan
N708DN,Boeing 777-232/LR,2009.0,Fixed wing multi engine,442.0,2.0,Turbofan
N368NW,Airbus A320-212,1999.0,Fixed wing multi engine,182.0,2.0,Turbofan
N186DN,Boeing 767-332,1995.0,Fixed wing multi engine,330.0,2.0,Turbofan
N394DL,Boeing 767-324/ER,1995.0,Fixed wing multi engine,269.0,2.0,Turbofan
N838MH,Boeing 767-432/ER,2000.0,Fixed wing multi engine,300.0,2.0,Turbofan
N156DL,Boeing 767-3P6,1991.0,Fixed wing multi engine,290.0,2.0,Turbofan
N1602,Boeing 767-332,1999.0,Fixed wing multi engine,330.0,2.0,Turbofan
N3761R,Boeing 737-832,2001.0,Fixed wing multi engine,189.0,2.0,Turbofan
N171DZ,Boeing 767-332,1998.0,Fixed wing multi engine,330.0,2.0,Turbofan
N832MH,Boeing 767-432/ER,2000.0,Fixed wing multi engine,300.0,2.0,Turbojet
N949DL,McDonnell Douglas MD-88,1990.0,Fixed wing multi engine,142.0,2.0,Turbofan
N929AT,Boeing 717-200,2000.0,Fixed wing multi engine,100.0,2.0,Turbofan
N326NB,Airbus A319-114,2001.0,Fixed wing multi engine,145.0,2.0,Turbofan
N545US,Boeing 757-251,1996.0,Fixed wing multi engine,178.0,2.0,Turbojet
N843MH,Boeing 767-432/ER,2002.0,Fixed wing multi engine,300.0,2.0,Turbojet
N839MH,Boeing 767-432/ER,2001.0,Fixed wing multi engine,300.0,2.0,Turbojet
N706DN,Boeing 777-232/LR,0.0,Fixed wing multi engine,442.0,2.0,Turbofan
N154DL,Boeing 767-3P6,1991.0,Fixed wing multi engine,218.0,2.0,Turbofan
N356NW,Airbus A320-212,1998.0,Fixed wing multi engine,182.0,2.0,Turbofan
N537US,Boeing 757-251,1996.0,Fixed wing multi engine,178.0,2.0,Turbofan
N829DN,Boeing 737-932/ER,2014.0,Fixed wing multi engine,200.0,2.0,Turbofan
N301DQ,Boeing 737-732,2008.0,Fixed wing multi engine,149.0,2.0,Turbofan
N704DK,Boeing 777-232/LR,2009.0,Fixed wing multi engine,442.0,2.0,Turbofan
N892AT,Boeing 717-200,2004.0,Fixed wing multi engine,100.0,2.0,Turbofan
N906DA,McDonnell Douglas MD-90-30,1995.0,Fixed wing multi engine,142.0,2.0,Turbofan
N3733Z,Boeing 737-832,2000.0,Fixed wing multi engine,189.0,2.0,Turbojet
N868DN,Boeing 737-932/ER,2016.0,Fixed wing multi engine,180.0,2.0,None
N3734B,Boeing 737-832,2000.0,Fixed wing multi engine,189.0,2.0,Turbojet
N362NW,Airbus A320-212,1998.0,Fixed wing multi engine,182.0,2.0,Turbofan
N53442,Boeing 737-924/ER,2009.0,Fixed wing multi engine,191.0,2.0,Turbofan
N891UA,Airbus A319-132,2006.0,Fixed wing multi engine,,2.0,Turbofan
N68822,Boeing 737-924/ER,2014.0,Fixed wing multi engine,,2.0,Turbofan
N808UA,Airbus A319-131,1998.0,Fixed wing multi engine,179.0,2.0,Turbofan
N494UA,Airbus A320-232,2002.0,Fixed wing multi engine,200.0,2.0,Turbofan
N74856,Boeing 757-324,2004.0,Fixed wing multi engine,275.0,2.0,Turbofan
N76529,Boeing 737-824,2010.0,Fixed wing multi engine,149.0,2.0,Turbofan
N37287,Boeing 737-824,2004.0,Fixed wing multi engine,149.0,2.0,Turbofan
N821UA,Airbus A319-131,1998.0,Fixed wing multi engine,179.0,2.0,Turbojet
N62889,Boeing 737-924/ER,2015.0,Fixed wing multi engine,,2.0,Turbofan
N13750,Boeing 737-724,1999.0,Fixed wing multi engine,149.0,2.0,Turbofan
N27724,Boeing 737-724,1999.0,Fixed wing multi engine,149.0,2.0,Turbojet
N18112,Boeing 757-224,1995.0,Fixed wing multi engine,178.0,2.0,Turbofan
N785UA,Boeing 777-222,1997.0,Fixed wing multi engine,400.0,2.0,Turbofan
N26952,Boeing 787-9,2014.0,Fixed wing multi engine,280.0,2.0,Turbofan
N14120,Boeing 757-224,1997.0,Fixed wing multi engine,178.0,2.0,Turbojet
N66841,Boeing 737-924/ER,2015.0,Fixed wing multi engine,180.0,2.0,Turbofan
N26215,Boeing 737-824,1998.0,Fixed wing multi engine,149.0,2.0,Turbofan
N77006,Boeing 777-224,1998.0,Fixed wing multi engine,400.0,2.0,Turbofan
N31412,Boeing 737-924,2002.0,Fixed wing multi engine,191.0,2.0,Turbofan
N77518,Boeing 737-824,2008.0,Fixed wing multi engine,149.0,2.0,Turbofan
N45905,Boeing 787-8,2012.0,Fixed wing multi engine,219.0,2.0,Turbofan
N68061,Boeing 767-424/ER,2002.0,Fixed wing multi engine,235.0,2.0,Turbofan
N768UA,Boeing 777-222,1995.0,Fixed wing multi engine,400.0,2.0,Turbofan
N15710,Boeing 737-724,1998.0,Fixed wing multi engine,149.0,2.0,Turbofan
N510UA,Boeing 757-222,1990.0,Fixed wing multi engine,178.0,2.0,Turbojet
N33103,Boeing 757-224,1994.0,Fixed wing multi engine,178.0,2.0,Turbofan
N27213,Boeing 737-824,1998.0,Fixed wing multi engine,149.0,2.0,Turbofan
N653UA,Boeing 767-322,1992.0,Fixed wing multi engine,330.0,2.0,Turbofan
N772UA,Boeing 777-222,1995.0,Fixed wing multi engine,400.0,2.0,Turbofan
N26906,Boeing 787-8,2012.0,Fixed wing multi engine,219.0,2.0,Turbofan
N221UA,Boeing 777-222,2001.0,Fixed wing multi engine,400.0,2.0,Turbofan
N68834,Boeing 737-924/ER,2014.0,Fixed wing multi engine,,2.0,Turbofan
N646UA,Boeing 767-322/ER,1992.0,Fixed wing multi engine,330.0,2.0,Turbofan
N48127,Boeing 757-224,1998.0,Fixed wing multi engine,178.0,2.0,Turbofan
N30913,Boeing 787-8,2014.0,Fixed wing multi engine,,2.0,Turbofan
N19141,Boeing 757-224,2000.0,Fixed wing multi engine,178.0,2.0,Turbofan
N663UA,Boeing 767-322,1993.0,Fixed wing multi engine,330.0,2.0,Turbofan
N78008,Boeing 777-224/ER,1999.0,Fixed wing multi engine,400.0,2.0,Turbofan
N13110,Boeing 757-224,1994.0,Fixed wing multi engine,178.0,2.0,Turbofan
N66051,Boeing 767-424/ER,2000.0,Fixed wing multi engine,292.0,2.0,Turbofan
N899UA,Airbus A319-132,2007.0,Fixed wing multi engine,,2.0,Turbofan
N596UA,Boeing 757-222,1998.0,Fixed wing multi engine,178.0,2.0,Turbojet
N215UA,Boeing 777-222,2000.0,Fixed wing multi engine,400.0,2.0,Turbofan
N214UA,Boeing 777-222,2000.0,Fixed wing multi engine,400.0,2.0,Turbofan
N13202,Embraer EMB-145XR,2006.0,Fixed wing multi engine,55.0,2.0,Turbofan
N14179,Embraer EMB-145XR,2005.0,Fixed wing multi engine,55.0,2.0,Turbofan
N408AW,Bombardier CRJ-200LR,2001.0,Fixed wing multi engine,55.0,2.0,Turbofan
N449AW,Bombardier CRJ-200LR,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N21144,Embraer ERJ-145XR,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N8688C,Bombardier CRJ-200,2002.0,Fixed wing multi engine,55.0,2.0,Turbofan
N200PQ,Bombardier CRJ-900ER,0.0,Fixed wing multi engine,22.0,2.0,Turbofan
N8836A,Bombardier CRJ-200,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N8886A,Bombardier CRJ-200,2003.0,Fixed wing multi engine,55.0,2.0,Turbofan
N927XJ,Bombardier CRJ-900ER,2008.0,Fixed wing multi engine,22.0,2.0,Turbofan
N586AS,Boeing 737-890,2007.0,Fixed wing multi engine,149.0,2.0,Turbofan
N453AS,Boeing 737-990/ER,2014.0,Fixed wing multi engine,,2.0,Turbofan
N431AS,Boeing 737-990/ER,2013.0,Fixed wing multi engine,,2.0,Turbofan
N452QX,De Havilland Canada DHC-8-402Q,2013.0,Fixed wing multi engine,74.0,2.0,Turbo-prop
N447QX,Bombardier DHC-8-402,2011.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N625QX,Embraer ERJ,2017.0,Fixed wing multi engine,76.0,2.0,Turbofan
N632QX,Embraer 175LR,2018.0,Fixed wing multi engine,,2.0,Turbofan
N681PA,Saab 2000,1995.0,Fixed wing multi engine,50.0,2.0,Turbo-prop
N646JB,Airbus A320-232,2006.0,Fixed wing multi engine,200.0,2.0,Turbofan
N599JB,Airbus A320-232,2004.0,Fixed wing multi engine,200.0,2.0,Turbofan
N708JB,Airbus A320-232,2008.0,Fixed wing multi engine,200.0,2.0,Turbofan
N519JB,Airbus A320-232,2001.0,Fixed wing multi engine,200.0,2.0,Turbojet
N231JB,Embraer 190AR,2006.0,Fixed wing multi engine,20.0,2.0,Turbofan
N965JB,Piper PA-32R-301,1997.0,Fixed wing single engine,7.0,1.0,Reciprocating
N954JB,Airbus A321-231,2015.0,Fixed wing multi engine,190.0,2.0,Turbofan
N715JB,Airbus A320-232,2008.0,Fixed wing multi engine,200.0,2.0,Turbofan
N606JB,Airbus A320-232,2005.0,Fixed wing multi engine,200.0,2.0,Turbofan
N957JB,Airbus A321-231,2015.0,Fixed wing multi engine,,2.0,Turbofan
N229JB,Embraer 190AR,2006.0,Fixed wing multi engine,20.0,2.0,Turbofan
N587JB,Airbus A320-232,2004.0,Fixed wing multi engine,200.0,2.0,Turbofan
N950JB,Dassault FALCON,2005.0,Fixed wing multi engine,21.0,3.0,Turbofan
N607CZ,Embraer 170SU,2007.0,Fixed wing multi engine,80.0,2.0,Turbofan
N623CZ,Embraer 175LR,2008.0,Fixed wing multi engine,80.0,2.0,Turbofan
N638CZ,Embraer 175LR,0.0,Fixed wing multi engine,80.0,2.0,Turbofan
N14188,Embraer ERJ-145XR,2005.0,Fixed wing multi engine,55.0,2.0,Turbofan
N17560,Embraer EMB-145LR,2002.0,Fixed wing multi engine,55.0,2.0,Turbofan
N717EV,Bombardier CRJ-701,2003.0,Fixed wing multi engine,22.0,2.0,Turbofan
N805H,Airborne Edge,2000.0,Weight-shift-control,2.0,1.0,Ramjet
N534NK,Airbus A319-132,2008.0,Fixed wing multi engine,179.0,2.0,Turbofan
N640NK,Airbus A320-232,2015.0,Fixed wing multi engine,178.0,2.0,Turbofan
N507NK,Airbus A319-132,2005.0,Fixed wing multi engine,179.0,2.0,Turbofan
N519AE,Bombardier CRJ-701,2003.0,Fixed wing multi engine,22.0,2.0,Turbofan
N715SW,Boeing 737-7H4,1998.0,Fixed wing multi engine,140.0,2.0,Turbofan
N292WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N926LR,Bombardier CRJ-900ER,2004.0,Fixed wing multi engine,22.0,2.0,Turbofan
N402YX,Embraer 175LR,2013.0,Fixed wing multi engine,,2.0,Turbofan
N126HQ,Embraer 175LR,2008.0,Fixed wing multi engine,80.0,2.0,Turbofan
N870RW,Embraer 170SU,2006.0,Fixed wing multi engine,70.0,2.0,Turbofan
N766AN,Boeing 777-223/ER,2003.0,Fixed wing multi engine,440.0,2.0,Turbofan
N792AN,Boeing 777-223,2000.0,Fixed wing multi engine,440.0,2.0,Turbofan
N393AN,Boeing 767-323,1998.0,Fixed wing multi engine,330.0,2.0,Turbofan
N928AN,Boeing 737-823,2000.0,Fixed wing multi engine,162.0,2.0,Turbofan
N149AN,Airbus A321-231,2015.0,Fixed wing multi engine,,2.0,Turbofan
N388AA,Boeing 767-323,1994.0,Fixed wing multi engine,330.0,2.0,Turbofan
N803NN,Boeing 737-823,2009.0,Fixed wing multi engine,162.0,2.0,Turbofan
N198AA,Boeing 757-223,2001.0,Fixed wing multi engine,178.0,2.0,Turbofan
N8027D,Airbus A319-115,2015.0,Fixed wing multi engine,150.0,2.0,Turbofan
N902AN,Boeing 737-823,1999.0,Fixed wing multi engine,162.0,2.0,Turbofan
N877NN,Boeing 737-823,2011.0,Fixed wing multi engine,162.0,2.0,Turbofan
N9015D,Airbus A319-112,2013.0,Fixed wing multi engine,128.0,2.0,Turbofan
N70020,Airbus A319-115,2014.0,Fixed wing multi engine,130.0,2.0,Turbofan
N9617R,McDonnell Douglas MD-83,1997.0,Fixed wing multi engine,172.0,2.0,Turbofan
N827AN,Boeing 787-9,2017.0,Fixed wing multi engine,,2.0,Turbofan
N665AW,Airbus A320-232,2001.0,Fixed wing multi engine,200.0,2.0,Turbojet
N203UW,Boeing 757-23N,2000.0,Fixed wing multi engine,178.0,2.0,Turbofan
N9021H,Airbus A319-112,2014.0,Fixed wing multi engine,128.0,2.0,Turbofan
N816AA,Boeing 787-8,2016.0,Fixed wing multi engine,226.0,2.0,Turbofan
N204UW,Boeing 757-23N,2000.0,Fixed wing multi engine,178.0,2.0,Turbofan
N651AW,Airbus A320-232,1998.0,Fixed wing multi engine,200.0,2.0,Turbofan
N201UU,Boeing 757-2B7,1995.0,Fixed wing multi engine,178.0,2.0,Turbofan
N578UW,Airbus A321-231,2014.0,Fixed wing multi engine,187.0,2.0,Turbofan
N658AW,Airbus A320-232,1999.0,Fixed wing multi engine,200.0,2.0,Turbofan
N186AN,Boeing 757-223,2001.0,Fixed wing multi engine,178.0,2.0,Turbofan
N395AN,Boeing 767-323,1998.0,Fixed wing multi engine,330.0,2.0,Turbofan
N384AA,Boeing 767-323,1993.0,Fixed wing multi engine,330.0,2.0,Turbofan
N793AN,Boeing 777-223,2000.0,Fixed wing multi engine,440.0,2.0,Turbofan
N288AY,Airbus A330-243,2013.0,Fixed wing multi engine,,2.0,Turbofan
N195UW,Airbus A321-211,2008.0,Fixed wing multi engine,199.0,2.0,Turbofan
N733UW,Airbus A319-112,2000.0,Fixed wing multi engine,179.0,2.0,Turbofan
N176AA,Boeing 757-223,2001.0,Fixed wing multi engine,178.0,2.0,Turbofan
N808AN,Boeing 787-8,2015.0,Fixed wing multi engine,,2.0,Turbofan
N823AN,Boeing 787-9,2016.0,Fixed wing multi engine,285.0,2.0,Turbofan
N765AN,Boeing 777-223,2003.0,Fixed wing multi engine,440.0,2.0,Turbofan
N619AE,Embraer ERJ-145LR,1998.0,Fixed wing multi engine,55.0,2.0,Turbofan
N627AE,Embraer ERJ-145LR,1999.0,Fixed wing multi engine,55.0,2.0,Turbofan
N202NN,Embraer 175LR,2015.0,Fixed wing multi engine,,2.0,Turbofan
N707TW,Boeing 757-2Q8,1997.0,Fixed wing multi engine,178.0,2.0,Turbofan
N837MH,Boeing 767-432/ER,2000.0,Fixed wing multi engine,300.0,2.0,Turbofan
N172DN,Boeing 767-332,1990.0,Fixed wing multi engine,330.0,2.0,Turbofan
N191DN,Boeing 767-332,1997.0,Fixed wing multi engine,330.0,2.0,Turbofan
N178DN,Boeing 767-332,1991.0,Fixed wing multi engine,330.0,2.0,Turbofan
N951DN,McDonnell Douglas MD-90-30,1997.0,Fixed wing multi engine,,2.0,Turbofan
N152DL,Boeing 767-3P6,1990.0,Fixed wing multi engine,290.0,2.0,Turbofan
N6715C,Boeing 757-232,2001.0,Fixed wing multi engine,178.0,2.0,Turbofan
N185DN,Boeing 767-332,1995.0,Fixed wing multi engine,330.0,2.0,Turbofan
N950DN,McDonnell Douglas MD-90-30,1997.0,Fixed wing multi engine,,2.0,Turbofan
N808NW,Airbus A330-323,2004.0,Fixed wing multi engine,379.0,2.0,Turbofan
N817NW,Airbus A330-323,2007.0,Fixed wing multi engine,379.0,2.0,Turbofan
N351NW,Airbus A320-212,1997.0,Fixed wing multi engine,182.0,2.0,Turbofan
N866DA,Boeing 777-232ER,1999.0,Fixed wing multi engine,400.0,2.0,Turbofan
N190DN,Boeing 767-332,1997.0,Fixed wing multi engine,330.0,2.0,Turbofan
N960DN,McDonnell Douglas MD-90-30,1998.0,Fixed wing multi engine,142.0,2.0,Turbofan
N344NW,Airbus A320-212,1993.0,Fixed wing multi engine,182.0,2.0,Turbofan
N8891A,Bombardier CRJ-200,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N8943A,Bombardier CRJ-200,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N298PQ,Bombardier CRJ-900,2013.0,Fixed wing multi engine,,2.0,Turbofan
N918XJ,Bombardier CRJ-900ER,2007.0,Fixed wing multi engine,22.0,2.0,Turbofan
N969JB,Cirrus SR22,2005.0,Fixed wing single engine,4.0,1.0,Reciprocating
N796JB,Airbus A320-232,2012.0,Fixed wing multi engine,150.0,2.0,Turbofan
N595JB,Airbus A320-232,2004.0,Fixed wing multi engine,200.0,2.0,Turbofan
N26208,Boeing 737-824,2000.0,Fixed wing multi engine,149.0,2.0,Turbofan
N480UA,Airbus A320-232,2001.0,Fixed wing multi engine,200.0,2.0,Turbojet
N86534,Boeing 737-824,2016.0,Fixed wing multi engine,149.0,2.0,Turbofan
N27733,Boeing 737-724,1999.0,Fixed wing multi engine,149.0,2.0,Turbojet
N797UA,Boeing 777-222,1998.0,Fixed wing multi engine,400.0,2.0,Turbofan
N2136U,Boeing 777-300/ER,2017.0,Fixed wing multi engine,,2.0,Turbofan
N24706,Boeing 737-724,1998.0,Fixed wing multi engine,149.0,2.0,Turbofan
N66803,Boeing 737-924/ER,2013.0,Fixed wing multi engine,,2.0,Turbofan
N20904,Boeing 787-8,2012.0,Fixed wing multi engine,200.0,2.0,Turbofan
N77867,Boeing 757-33N,2002.0,Fixed wing multi engine,275.0,2.0,Turbofan
N33203,Boeing 737-824,2000.0,Fixed wing multi engine,149.0,2.0,Turbofan
N654UA,Boeing 767-322ER,1992.0,Fixed wing multi engine,183.0,2.0,Turbofan
N27903,Boeing 787-8,2012.0,Fixed wing multi engine,219.0,2.0,Turbofan
N675UA,Boeing 767-322,2000.0,Fixed wing multi engine,330.0,2.0,Turbofan
N783UA,Boeing 777-222/ER,1997.0,Fixed wing multi engine,400.0,2.0,Turbofan
N658UA,Boeing 767-322,1993.0,Fixed wing multi engine,330.0,2.0,Turbofan
N21108,Boeing 757-224,1994.0,Fixed wing multi engine,178.0,2.0,Turbofan
N69063,Boeing 767-424/ER,2002.0,Fixed wing multi engine,292.0,2.0,Turbojet
N11193,Embraer EMB-145XR,2005.0,Fixed wing multi engine,55.0,2.0,Turbofan
N14171,Embraer ERJ-145XR,2004.0,Fixed wing multi engine,55.0,2.0,Turbofan
N427ZW,Bombardier CRJ-200LR,2002.0,Fixed wing multi engine,55.0,2.0,Turbofan
N247AK,Boeing 737-990/ER,2016.0,Fixed wing multi engine,,2.0,Turbofan
N411QX,Bombardier DHC-8-402,2001.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N427QX,Bombardier DHC-8-402,2007.0,Fixed wing multi engine,70.0,2.0,Turbo-prop
N401UA,Airbus A320-232,1993.0,Fixed wing multi engine,200.0,2.0,Turbojet
N75851,Boeing 757-324,2001.0,Fixed wing multi engine,275.0,2.0,Turbofan
N806UA,Airbus A319-131,1998.0,Fixed wing multi engine,179.0,2.0,Turbofan
N798UA,Boeing 777-222ER,1998.0,Fixed wing multi engine,400.0,2.0,Turbofan
N2135U,Boeing 777-300/ER,2017.0,Fixed wing multi engine,,2.0,Turbofan
N79011,Boeing 777-224,1999.0,Fixed wing multi engine,400.0,2.0,Turbofan
N73251,Boeing 737-824,2000.0,Fixed wing multi engine,149.0,2.0,Turbofan
N57111,Boeing 757-224,1994.0,Fixed wing multi engine,178.0,2.0,Turbofan
N26909,Boeing 787-8,2013.0,Fixed wing multi engine,260.0,2.0,Turbofan
N664UA,Boeing 767-322,1998.0,Fixed wing multi engine,330.0,2.0,Turbofan
N29907,Boeing 787-8,2013.0,Fixed wing multi engine,229.0,2.0,Turbofan
N784UA,Boeing 777-222/ER,1997.0,Fixed wing multi engine,400.0,2.0,Turbofan
N668UA,Boeing 767-322,1999.0,Fixed wing multi engine,330.0,2.0,Turbofan
N647UA,Boeing 767-322,1992.0,Fixed wing multi engine,330.0,2.0,Turbofan
N443UA,Airbus A320-232,1998.0,Fixed wing multi engine,200.0,2.0,Turbojet
N649UA,Boeing 767-322,1992.0,Fixed wing multi engine,330.0,2.0,Turbofan
N78003,Boeing 777-224,1998.0,Fixed wing multi engine,400.0,2.0,Turbofan
N76064,Boeing 767-424/ER,2002.0,Fixed wing multi engine,292.0,2.0,Turbofan
N27908,Boeing 787-8,2013.0,Fixed wing multi engine,219.0,2.0,Turbofan
N156GJ,Bombardier CRJ-701,2005.0,Fixed wing multi engine,78.0,2.0,Turbofan
N11189,Embraer ERJ-145XR,2005.0,Fixed wing multi engine,55.0,2.0,Turbofan
N616QX,Bombardier CRJ-701,2003.0,Fixed wing multi engine,70.0,2.0,Turbofan
N812AE,Embraer ERJ-140LR,2001.0,Fixed wing multi engine,37.0,2.0,Turbojet
N755AN,Boeing 777-223,2001.0,Fixed wing multi engine,440.0,2.0,Turbofan
N838NN,Boeing 737-823,2010.0,Fixed wing multi engine,162.0,2.0,Turbofan
N347AN,Boeing 767-323,2003.0,Fixed wing multi engine,330.0,2.0,Turbofan
N782AN,Boeing 777-223,2000.0,Fixed wing multi engine,440.0,2.0,Turbofan
N787AL,Boeing 777-223,2000.0,Fixed wing multi engine,440.0,2.0,Turbofan
N938AN,Boeing 737-823,2000.0,Fixed wing multi engine,162.0,2.0,Turbofan
N9619V,McDonnell Douglas MD-83,1997.0,Fixed wing multi engine,172.0,2.0,Turbofan
N9616G,McDonnell Douglas MD-83,1997.0,Fixed wing multi engine,172.0,2.0,Turbofan
N145AN,Airbus A321-231,2015.0,Fixed wing multi engine,220.0,2.0,Turbofan
N710UW,Airbus A319-112,1999.0,Fixed wing multi engine,179.0,2.0,Turbofan
N813AN,Boeing 787-8,2016.0,Fixed wing multi engine,226.0,2.0,Turbofan
N764US,Airbus A319-112,2000.0,Fixed wing multi engine,179.0,2.0,Turbofan
N769US,Airbus A319-112,2000.0,Fixed wing multi engine,179.0,2.0,Turbofan
N794AN,Boeing 777-223,2000.0,Fixed wing multi engine,440.0,2.0,Turbofan
N774AN,Boeing 777-223,1999.0,Fixed wing multi engine,440.0,2.0,Turbofan
N292AY,Airbus A330-243,2014.0,Fixed wing multi engine,258.0,2.0,Turbofan
N521UW,Airbus A321-231,2009.0,Fixed wing multi engine,379.0,2.0,Turbofan
N350AN,Boeing 767-323/ER,2003.0,Fixed wing multi engine,330.0,2.0,Turbofan
N703DN,Boeing 777-232/LR,0.0,Fixed wing multi engine,442.0,2.0,Turbofan
N171DN,Boeing 767-332,1990.0,Fixed wing multi engine,330.0,2.0,Turbofan
N180DN,Boeing 767-332,1992.0,Fixed wing multi engine,330.0,2.0,Turbofan
N831MH,Boeing 767-432/ER,2000.0,Fixed wing multi engine,300.0,2.0,Turbofan
N924DN,McDonnell Douglas MD-90-30,1998.0,Fixed wing multi engine,142.0,2.0,Turbofan
N829MH,Boeing 767-432/ER,2000.0,Fixed wing multi engine,300.0,2.0,Turbofan
N709DN,Boeing 777-232/LR,2010.0,Fixed wing multi engine,442.0,2.0,Turbofan
N867DA,Boeing 777-232,2002.0,Fixed wing multi engine,400.0,2.0,Turbojet
